2024-05-27 22:06:26,071 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:12:05,296 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:12:05,895 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:12:06,578 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:12:06,591 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:12:07,432 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:12:07,434 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:12:07,445 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:12:08,146 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:12:08,148 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:12:08,169 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:12:08,965 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:12:08,967 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:12:08,983 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:12:09,889 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:12:09,890 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:12:09,907 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:12:10,809 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:12:10,811 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:12:10,827 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:12:11,731 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:12:11,732 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:12:11,748 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:12:12,473 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:12:12,474 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:13:03,055 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:13:26,837 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:13:33,002 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:47,984 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:47,988 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:47,990 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:47,995 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:47,996 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:47,998 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:48,003 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:48,004 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:48,007 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:48,011 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:48,013 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:48,014 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:48,019 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:48,020 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:48,022 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:48,027 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:48,028 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:48,030 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:48,034 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:48,035 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:48,037 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:48,041 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:48,042 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:48,044 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:48,051 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:48,052 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:48,054 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:48,058 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:48,060 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:48,062 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:48,067 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:48,069 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:48,070 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:48,075 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:48,076 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:48,078 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:48,083 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:48,085 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:48,087 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:48,092 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:48,094 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:48,095 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:57,876 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:57,881 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:57,883 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:57,888 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:57,889 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:57,891 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:57,897 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:57,899 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:57,901 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:57,905 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:57,907 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:57,909 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:57,914 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:57,916 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:57,918 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:57,922 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:57,924 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:57,925 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:57,930 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:57,931 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:57,933 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:57,938 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:57,939 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:57,941 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:57,945 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:57,946 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:57,948 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:57,954 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:57,956 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:57,958 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:57,964 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:57,966 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:57,967 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:57,973 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:57,974 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:57,977 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:57,983 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:57,986 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
2024-05-27 22:21:57,989 - dspy.primitives.assertions - ERROR - SuggestionFailed: milestone_name should be one of ['1. Intro', '2. Questionnaire', '3. LeadGen', '4. Assess', '5. Recommendations', '6. Engagement Consent'] or None
